date,state,era,spy_20d,row_20d,spy_63d,row_63d,usd_20d,usd_63d,emfx_63d,vix,raw_state
1993-03-23,mixed,pre2010,0.0320331159758207,0.0,,,-0.0019373619425352429,,,13.020000457763672,mixed
1993-03-24,mixed,pre2010,0.018913813535109902,0.0,,,-0.0012846883832283718,,,12.4399995803833,mixed
1993-03-25,mixed,pre2010,0.023131772609866763,0.0,,,0.0,,,12.079999923706055,mixed
1993-03-26,mixed,pre2010,0.01603619836595871,0.0,,,-0.011908588093991535,,,12.210000038146973,mixed
1993-03-29,mixed,pre2010,0.023158250392867563,0.0,,,-0.014865167990469441,,,12.630000114440918,mixed
1993-03-30,mixed,pre2010,0.011010893485507989,0.0,,,-0.00847276848591949,,,12.229999542236328,mixed
1993-03-31,mixed,pre2010,0.006114573350720187,0.0,,,-0.016381142979670638,,,12.529999732971191,mixed
1993-04-01,mixed,pre2010,0.008220972777389202,0.0,,,-0.022741930045278802,,,13.020000457763672,mixed
1993-04-02,mixed,pre2010,-0.010011889147411468,0.0,,,-0.031071052071627303,,,14.5,mixed
1993-04-05,mixed,pre2010,-0.026846817876531426,0.0,,,-0.029887233130431845,,,14.119999885559082,mixed
1993-04-06,mixed,pre2010,-0.02626589556701331,0.0,,,-0.028183896059803204,,,14.239999771118164,mixed
1993-04-07,mixed,pre2010,-0.02482728731445316,0.0,,,-0.02471101716439783,,,13.640000343322754,mixed
1993-04-08,mixed,pre2010,-0.02353100591563806,0.0,,,-0.03285288738945824,,,12.829999923706055,mixed
1993-04-12,mixed,pre2010,0.0005454163463931572,0.0,,,-0.04052911990534058,,,11.930000305175781,mixed
1993-04-13,mixed,pre2010,-0.0022065537162295756,0.0,,,-0.04803725333730502,,,11.699999809265137,mixed
1993-04-14,mixed,pre2010,-0.003591626525310976,0.0,,,-0.04029695576650327,,,11.760000228881836,mixed
1993-04-15,mixed,pre2010,0.0026319482490770874,0.0,,,-0.03470605211308797,,,10.960000038146973,mixed
1993-04-16,mixed,pre2010,-0.003591626525310976,0.0,,,-0.020068713677372285,,,11.289999961853027,mixed
1993-04-19,mixed,pre2010,-0.00624507344927816,0.0,,,-0.02734418055998389,,,12.0600004196167,mixed
1993-04-20,mixed,pre2010,-0.0055831285582669254,0.0,,,-0.02948770897291364,,,11.9399995803833,mixed
1993-04-21,mixed,pre2010,-0.008356703800054821,0.0,,,-0.025989470234707768,,,12.109999656677246,mixed
1993-04-22,mixed,pre2010,-0.020890798438066516,0.0,,,-0.03762463395630922,,,12.680000305175781,mixed
1993-04-23,mixed,pre2010,-0.031141976115150682,0.0,,,-0.04426860070846017,,,13.359999656677246,mixed
1993-04-26,mixed,pre2010,-0.03340285041549673,0.0,,,-0.04756266172850898,,,15.25,mixed
1993-04-27,mixed,pre2010,-0.027027250359338617,0.0,,,-0.03416682701716822,,,13.930000305175781,mixed
1993-04-28,mixed,pre2010,-0.03179027874234264,0.0,,,-0.03439697577227718,,,13.119999885559082,mixed
1993-04-29,mixed,pre2010,-0.0269712478891192,0.0,,,-0.02851858787692818,,,12.800000190734863,mixed
1993-04-30,mixed,pre2010,-0.02220648484246679,0.0,0.006866345322021239,0.0,-0.017672893933241007,-0.032122012222709384,,12.420000076293945,mixed
1993-05-03,mixed,pre2010,0.004961265276401283,0.0,0.006141946315901592,0.0,-0.022436280947080278,-0.0453184905345273,,12.899999618530273,mixed
1993-05-04,mixed,pre2010,0.0035261660628940206,0.0,0.00755468685690075,0.0,-0.02422978956973676,-0.052384990043282564,,12.140000343322754,mixed
